District Name,State,Website
Santa Cruz City High,CA,
Santa Cruz County Office of Education,CA,
Santa Cruz County Regional School District (85848),AZ,
Santa Cruz Elementary District (4459),AZ,
Santa Cruz Valley Unified District (4458),AZ,
Santa Cruz Valley Union High School District (4454),AZ,
Santa Fe Indian School,NM,
Santa Fe Trail,KS,
Santa Maria Joint Union High,CA,
Santa Maria-Bonita,CA,
Santa Monica-Malibu Unified,CA,
Santa Paula Unified,CA,
Santa Rita Union Elementary,CA,
Santa Rosa City Schools,CA,
Santa Rosa Day School,AZ,
Santa Rosa Elementary,CA,
Santa Rosa High,CA,
Santa Rosa Ranch School,AZ,
Santa Ynez Valley Union High,CA,
Santee,CA,
Santiam Canyon SD 129J,OR,
Saraland City,AL,
Saranac Community Schools,MI,
Saratoga CCSD 60C,IL,
Saratoga Union Elementary,CA,
Sargent School District No. Re-33J,CO,
Satanta,KS,
Satsop School District,WA,
Satsuma City,AL,
Saucelito Elementary,CA,
Saucon Valley SD,PA,
Saugatuck Public Schools,MI,
Saugus,MA,
Saugus Union,CA,
Sauk Prairie School District,WI,
Sault Ste. Marie Area Schools,MI,
Saunemin CCSD 438,IL,
Sausalito Marin City,CA,
Savage Elem,MT,
Savage H S,MT,
Savanna Elementary,CA,
Savannah-Chatham County,GA,
Savoy,MA,
Saydel Comm School District,IA,
Sayre Area SD,PA,
Sayreville School District,NJ,
Scales Mound CUSD 211,IL,
Scappoose SD 1J,OR,
Scarborough Public Schools,ME,
Schaller-Crestland Comm School District,IA,
Schaumburg CCSD 54,IL,
Schiller Park SD 81,IL,
Schleswig Comm School District,IA,
Schley County,GA,
School Administrative Unit #70,NH,
School City of East Chicago,IN,
School City of Hammond,IN,
School City of Hobart,IN,
School City of Mishawaka,IN,
School City of Whiting,IN,
School District 27J,CO,
School District N. 14 in the county of Adams & State of Colo,CO,
School District No. 1 in the county of Denver and State of C,CO,
School District No. 3 in the county of El Paso and State of,CO,
School District No. C-2 in the county of Elbert and State of,CO,
School District No. R-4 in the county of Kit Carson and Stat,CO,
School District No. Re-1 Valley,CO,
School District No. Re-10 in the county of Weld and State o,CO,
School District No. Re-11 in the county of Weld and State of,CO,
School District No. Re-12 in the county of Weld and State of,CO,
School District No. Re-2 Brush,CO,
School District No. Re-20 Weldon Valley,CO,
School District No. Re-3 Fort Morgan,CO,
School District No. Re-3 Frenchman,CO,
School District No. Re-4 Buffalo,CO,
School District No. Re-5 Plateau,CO,
School District No. Re-50 Wiggins,CO,
School District of the Chathams,NJ,
School Town of Highland,IN,
School Town of Munster,IN,
School Town of Speedway,IN,
Schoolcraft Community Schools,MI,
Schuyler-Industry CUSD 5,IL,
Schuylkill Haven Area SD,PA,
Schuylkill Valley SD,PA,
Science Hill Independent,KY,
Scio SD 95,OR,
Scioto Valley Local,OH,
Scituate,MA,
Scituate,RI,
Scobey K-12 Schools,MT,
Scotch Plains-Fanwood School District,NJ,
Scotia Union Elementary,CA,
Scotland County Schools,NC,
Scotland School District,CT,
Scotland School District 04-3,SD,
Scott County,KS,
Scott County,KY,
Scott County,TN,
Scott County School District 1,IN,
Scott County School District 2,IN,
Scott Valley Unified,CA,
Scott-Morgan CUSD 2,IL,
Scotts Valley Unified,CA,
Scottsboro City,AL,
Scottsdale Unified District (4240),AZ,
Scranton SD,PA,
Screven County,GA,
Sea Girt Borough School District,NJ,
Seabrook School District,NH,
Seaford School District,DE,
Seaman,KS,
Searsburg School District,VT,
Seaside Heights School District,NJ,
Seaside SD 10,OR,
Seattle School District No. 1,WA,
Seba Dalkai Boarding School,AZ,
Sebago Public Schools,ME,
Sebastopol Union Elementary,CA,
Seboeis Plt Public Schools,ME,
Sebring Local,OH,
Secaucus School District,NJ,
Second Mesa Day School,AZ,
Sedgwick Public Schools,KS,
Sedgwick Public Schools,ME,
Sedona-Oak Creek JUSD #9 (4467),AZ,
Sedro-Woolley School District,WA,
Seekonk,MA,
Seeley Lake Elem,MT,
Seeley Union Elementary,CA,
Seiad Elementary,CA,
Selah School District,WA,
Selby Area School District 62-5,SD,
Seligman Unified District (4472),AZ,
Selinsgrove Area SD,PA,
Selkirk School District,WA,
Selma City,AL,
Selma Unified,CA,
Selmaville CCSD 10,IL,
Seminole County,GA,
Semitropic Elementary,CA,
Seneca Area School District,WI,
Seneca CCSD 170,IL,
Seneca East Local,OH,
Seneca Twp HSD 160,IL,
Seneca Valley SD,PA,
Sentinel Elementary District (4250),AZ,
Sequatchie County,TN,
Sequim School District,WA,
Sequoia Union Elementary,CA,
Sequoia Union High,CA,
Sequoyah High School,OK,
Serena CUSD 2,IL,
Sergeant Bluff-Luton Comm School District,IA,
Sesser-Valier CUSD 196,IL,
Sevastopol School District,WI,
Sevier County,TN,
Sevier District,UT,
Seymour Comm School District,IA,
Seymour Community School District,WI,
Seymour Community Schools,IN,
Seymour School District,CT,
Shade-Central City SD,PA,
Shadyside Local,OH,
Shaffer Union Elementary,CA,
Shaker Heights City,OH,
Shaker Regional SAU Office,NH,
Shaker Regional School District,NH,
Shaler Area SD,PA,
Shamokin Area SD,PA,
Shamong Township School District,NJ,
Shandon Joint Unified,CA,
Shanksville-Stonycreek SD,PA,
Sharon,MA,
Sharon City SD,PA,
Sharon J11 School District,WI,
Sharon School District,CT,
Sharon School District,VT,
Sharpsville Area SD,PA,
Shasta County Office of Education,CA,
Shasta Union Elementary,CA,
Shasta Union High,CA,
Shaw Island School District,WA,
Shawano School District,WI,
Shawnee CUSD 84,IL,
Shawnee Heights,KS,
Shawnee Local,OH,
Shawnee Mission Pub Sch,KS,
Shawsheen Valley Regional Vocational Technical,MA,
Sheboygan Area School District,WI,
Sheboygan Falls School District,WI,
Sheffield City,AL,
Sheffield-Sheffield Lake City,OH,
Shelby City,OH,
Shelby County,AL,
Shelby County,KY,
Shelby County,TN,
Shelby Eastern Schools,IN,
Shelby Elem,MT,
Shelby H S,MT,
Shelby Public Schools,MI,
Shelbyville CUSD 4,IL,
Shelbyville Central Schools,IN,
Sheldon Comm School District,IA,
Shell Lake School District,WI,
Shelton School District,CT,
Shelton School District,WA,
Shenandoah Comm School District,IA,
Shenandoah School Corporation,IN,
Shenandoah Valley SD,PA,
Shenango Area SD,PA,
Shepherd Elem,MT,
Shepherd H S,MT,
Shepherd Public Schools,MI,
Sherborn,MA,
Sheridan,MT,
Sheridan Community Schools,IN,
Sheridan County School District #1,WY,
Sheridan County School District #2,WY,
Sheridan County School District #3,WY,
Sheridan Elem,MT,
Sheridan H S,MT,
Sheridan SD 48J,OR,
Sheridan School District No. 2,CO,
Sherman County SD,OR,
Sherman Indian High School,CA,
Sherman School District,CT,
Sherrard CUSD 200,IL,
Sherwood SD 88J,OR,
Shields Valley Elem,MT,
Shields Valley H S,MT,
Shikellamy SD,PA,
Shiloh CUSD 1,IL,
Shiloh Elementary,CA,
Shiloh Village SD 85,IL,
Shiocton School District,WI,
Shippensburg Area SD,PA,
Shirland CCSD 134,IL,
Shirley Public Schools,ME,
Shoals Community School Corp,IN,
Shonto Preparatory School,AZ,
Shore Regional High School District,NJ,
Shoreline School District,WA,
Shoreline Unified,CA,
Shorewood School District,WI,
Shoshone-Bannock School District No 512,ID,
Show Low Unified District  (4393),AZ,
Shrewsbury,MA,
Shrewsbury Borough School District,NJ,
Shullsburg School District,WI,
Shutesbury,MA,
Sibley-Ocheyedan Comm School District,IA,
Sidney City,OH,
Sidney Comm School District,IA,
Sidney Elem,MT,
Sidney H S,MT,
Sierra County Office of Education,CA,
Sierra Grande School District No. R-30,CO,
Sierra Sands Unified,CA,
Sierra Unified,CA,
Sierra Vista Unified District (4175),AZ,
Sierra-Plumas Joint Unified,CA,
Sigel Township S/D #3F,MI,
Sigel Township S/D #4F,MI,
Signal Hill SD 181,IL,
Sigourney Comm School District,IA,
Silver Bow,MT,
Silver Creek School Corporation,IN,
Silver Falls SD 4J,OR,
Silver Fork Elementary,CA,
Silver Lake,KS,
Silver Lake,MA,
Silver Lake J1 School District,WI,
Silver Valley Unified,CA,
Silverton School District No. 1 in the county of San Juan,CO,
Silvis SD 34,IL,
Simi Valley Unified,CA,
Simms H S,MT,
Simpson County,KY,
Simsbury School District,CT,
Sioux Center Comm School District,IA,
Sioux Central Comm School District,IA,
Sioux City Comm School District,IA,
Sioux Falls School District 49-5,SD,
Sioux Valley School District 05-5,SD,
Siren School District,WI,
Siskiyou County Office of Education,CA,
Siskiyou Union High,CA,
Sisseton School District 54-2,SD,
Sisters SD 6,OR,
Sitka School District,AK,
Sitting Bull School,SD,
Siuslaw SD 97J,OR,
Skagway School District,AK,
Skamania School District,WA,
Skokie SD 68,IL,
Skokie SD 69,IL,
Skokie SD 73-5,IL,
Skull Valley Elementary District (4478),AZ,
Skykomish School District,WA,
Skyline Schools,KS,
Slate Valley Unified Union School District #62,VT,
Slate Valley Unified Union School District (Supervisory),VT,
Slinger School District,WI,
Slippery Rock Area SD,PA,
Smee School District 15-3,SD,
Smethport Area SD,PA,
Smith Center,KS,
Smith County,TN,
Smith Valley Elem,MT,
Smith-Green Community Schools,IN,
Smithfield,RI,
Smithton CCSD 130,IL,
Smoky Valley,KS,
Smyrna School District,DE,
Snelling-Merced Falls Union Elementary,CA,
Snohomish School District,WA,
Snoqualmie Valley School District,WA,
Snowflake Unified District (4391),AZ,
Snowline Joint Unified,CA,
Soap Lake School District,WA,
Social Circle City,GA,
Sodus Township S/D #5,MI,
Solana Beach Elementary,CA,
Solanco SD,PA,
Solano County Office of Education,CA,
Soledad Unified,CA,
Solomon,KS,
Solomon Elementary District (4222),AZ,
Solon City,OH,
Solon Comm School District,IA,
Solon Springs School District,WI,
Solvang Elementary,CA,
Somerdale School District,NJ,
Somers Elem,MT,
Somers Point School District,NJ,
Somers School District,CT,
Somerset,MA,
Somerset Area SD,PA,
Somerset Berkley Regional School District,MA,
Somerset County Educational Services Commission School Distr,NJ,
Somerset County Public Schools,MD,
Somerset Hills Regional School District,NJ,
Somerset Independent,KY,
Somerset School District,VT,
Somerset School District,WI,
Somersworth SAU Office,NH,
Somersworth School District,NH,
Somerton Elementary District (4500),AZ,
Somerville,MA,
Somerville Public School District,NJ,
Somis Union,CA,
Somonauk CUSD 432,IL,
Sonoita Elementary District (4461),AZ,
Sonoma County Office of Education,CA,
Sonoma Valley Unified,CA,
Sonora Elementary,CA,
Sonora Union High,CA,
Soquel Union Elementary,CA,
Souderton Area SD,PA,
Souhegan Cooperative School District,NH,
Soulsbyville Elementary,CA,
South  Bergen Jointure Commission School District,NJ,
South Adams Schools,IN,
South Allegheny SD,PA,
South Amboy School District,NJ,
South Barber,KS,
South Bay Union,CA,
South Bay Union Elementary,CA,
South Bend Community School Corp,IN,
South Bend School District,WA,
South Bound Brook Public School District,NJ,
South Bristol Public Schools,ME,
South Brown County,KS,
South Brunswick School District,NJ,
South Burlington School District,VT,
South Burlington Supervisory District,VT,
South Butler County SD,PA,
South Carroll,TN,
South Central 26-5,SD,
South Central CUD 401,IL,
South Central Calhoun Comm School District,IA,
South Central Com School Corp,IN,
South Central Local,OH,
South Conejos School District No. Re10,CO,
South Dearborn Community Sch Corp,IN,
South Eastern SD,PA,
South Euclid-Lyndhurst City,OH,
South Fayette Township SD,PA,
South Fork SD 14,IL,
South Fork Union,CA,
South Gibson School Corporation,IN,
South Hackensack School District,NJ,
South Hadley,MA,
South Hamilton Comm School District,IA,
South Hampton School District,NH,
South Harney SD 33,OR,
South Harrison Com Schools,IN,
South Harrison Township School District,NJ,
South Haven,KS,
South Haven Public Schools,MI,
South Henry School Corp,IN,
South Hero School District,VT,
South Holland SD 150,IL,
South Holland SD 151,IL,
South Hunterdon Regional School District,NJ,
South Kingstown,RI,
South Kitsap School District,WA,
South Knox School Corp,IN,
South Lake Schools,MI,
South Lane SD 45J3,OR,
South Lyon Community Schools,MI,
South Madison Com Sch Corp,IN,
South Middlesex Regional Vocational Technical,MA,
South Middleton SD,PA,
South Milwaukee School District,WI,
South Monterey County Joint Union High,CA,
South Montgomery Com Sch Corp,IN,
South Newton School Corp,IN,
South O'Brien  Comm School District,IA,
South Orange-Maplewood School District,NJ,
South Page Comm School District,IA,
South Park SD,PA,
South Pasadena Unified,CA,
South Pekin SD 137,IL,
South Plainfield School District,NJ,
South Point Local,OH,
South Portland Public Schools,ME,
South Putnam Community Schools,IN,
South Range Local,OH,
South Redford School District,MI,
South Ripley Com Sch Corp,IN,
South River Public School District,NJ,
South Routt School District No. Re 3,CO,
South San Francisco Unified,CA,
South Sanpete District,UT,
South Shore Regional Vocational Technical,MA,
South Shore School District,WI,
South Side Area SD,PA,
South Spencer County Sch Corp,IN,
South St. Paul Public School Dist,MN,
South Stacey Elem,MT,
South Summit District,UT,
South Tama County,IA,
South Umpqua SD 19,OR,
South Vermillion Com Sch Corp,IN,
South Wasco County SD 1,OR,
South Washington County Schools,MN,
South Western SD,PA,
South Whidbey School District,WA,
South Whittier Elementary,CA,
South Williamsport Area SD,PA,
South Wilmington CCSD 74,IL,
South Windsor School District,CT,
South Winneshiek Comm School District,IA,
South-Western City,OH,
Southampton,MA,
Southampton Township School District,NJ,
Southborough,MA,
Southbridge,MA,
Southeast Delco SD,PA,
Southeast Dubois Co Sch Corp,IN,
Southeast Fountain School Corp,IN,
Southeast Island School District,AK,
Southeast Local,OH,
Southeast Of Saline,KS,
Southeast Polk Comm School District,IA,
Southeast Warren Comm School District,IA,
Southeast Webster Grand Comm School District,IA,
Southeastern CUSD 337,IL,
Southeastern Greene SD,PA,
Southeastern Local,OH,
Southeastern Regional Vocational Technical,MA,
Southern Berkshire,MA,
Southern Cloud,KS,
Southern Columbia Area SD,PA,
Southern Door County School District,WI,
Southern Fulton SD,PA,
Southern Hancock Co Com Sch Corp,IN,
Southern Humboldt Joint Unified,CA,
Southern Huntingdon County SD,PA,
Southern Kern Unified,CA,
Southern Lehigh SD,PA,
Southern Local,OH,
Southern Lyon County,KS,
Southern Regional School District,NJ,
Southern Tioga SD,PA,
Southern Trinity Joint Unified,CA,
Southern Valley Unified School District,VT,
Southern Wells Com Schools,IN,
Southern Worcester County Regional Vocational Technical,MA,
Southern York County SD,PA,
Southfield Public School District,MI,
Southgate Community School District,MI,
Southgate Independent,KY,
Southington Local,OH,
Southington School District,CT,
Southmoreland SD,PA,
Southport Public Schools,ME,
Southside Elementary,CA,
Southside School District,WA,
Southwest Dubois Co Sch Corp,IN,
Southwest Harbor Public Schools,ME,
Southwest Licking Local,OH,
Southwest Local,OH,
Southwest Parke Com Sch Corp,IN,
Southwest Region School District,AK,
Southwest School Corporation,IN,
Southwest Vermont Supervisory Union,VT,
Southwest Vermont Union Elementary School District #87,VT,
Southwestern CUSD 9,IL,
Southwestern Con Sch Shelby Co,IN,
Southwestern Wisconsin School District,WI,
Southwestern-Jefferson Co Con,IN,
Southwick-Tolland-Granville Regional School District,MA,
Sparta Area School District,WI,
Sparta Area Schools,MI,
Sparta CUSD 140,IL,
Sparta Township Public School District,NJ,
Spartanburg 01,SC,
Spartanburg 02,SC,
Spartanburg 03,SC,
Spartanburg 04,SC,
Spartanburg 05,SC,
Spartanburg 06,SC,
Spartanburg 07,SC,
Spearfish School District 40-2,SD,
Spearville,KS,
Spencer Comm School District,IA,
Spencer County,KY,
Spencer School District,WI,
Spencer Valley Elementary,CA,
Spencer-E Brookfield,MA,
Spencer-Owen Community Schools,IN,
Spencerville Local,OH,
Spirit Lake Comm School District,IA,
Spokane School District,WA,
Spoon River Valley CUSD 4,IL,
Spooner Area School District,WI,
Spotswood Public School District,NJ,
Sprague School District,CT,
Sprague School District,WA,
Spray SD 1,OR,
Spreckels Union Elementary,CA,
Spring Cove SD,PA,
Spring Creek Colony Elem,MT,
Spring Creek Elem,MT,
Spring Garden Community Consolidated School District 178,IL,
Spring Grove Area SD,PA,
Spring Hill,KS,
Spring Lake Borough,NJ,
Spring Lake CCSD 606,IL,
Spring Lake Heights School District,NJ,
Spring Lake Public Schools,MI,
Spring Valley CCSD 99,IL,
Spring Valley School District,WI,
Spring-Ford Area SD,PA,
Springboro Community City,OH,
Springfield,MA,
Springfield City School District,OH,
Springfield Local,OH,
Springfield Public School District,NJ,
Springfield SD,PA,
Springfield SD 186,IL,
Springfield SD 19,OR,
Springfield School District,VT,
Springfield School District No. Re-4,CO,
Springfield Supervisory District,VT,
Springfield Township SD,PA,
Springfield Township School District,NJ,
Springhill Elem,MT,
Springport Public Schools,MI,
Springs Valley Com School Corp,IN,
Springville Comm School District,IA,
Springville Union Elementary,CA,
St Anne CCSD 256,IL,
St Anne CHSD 302,IL,
St Ansgar Comm School District,IA,
St Bernard-Elmwood Place City,OH,
St Charles CUSD 303,IL,
St Clair County,AL,
St Clairsville-Richland City,OH,
St David Unified District (4173),AZ,
St Elmo CUSD 202,IL,
St Francis Comm Sch,KS,
St George CCSD 258,IL,
St George Public Schools,ME,
St Helens SD 502,OR,
St Henry Consolidated Local,OH,
St Ignatius K-12 Schools,MT,
St John-Hudson,KS,
St Johns Unified District (4153),AZ,
St Joseph CCSD 169,IL,
St Joseph Ogden CHSD 305,IL,
St Libory Cons SD 30,IL,
St Marys City,OH,
St Paul SD 45,OR,
St Regis K-12 Schools,MT,
St Rose SD 14-15,IL,
St. Bernard Parish,LA,
St. Charles Community Schools,MI,
St. Charles Parish,LA,
St. Francis Area Schools,MN,
St. Francis Indian School,SD,
St. Helena Parish,LA,
St. Ignace Area Schools,MI,
St. James Parish,LA,
St. John School District,WA,
St. John the Baptist Parish,LA,
St. Johns Public Schools,MI,
St. Joseph Public Schools,MI,
St. Landry Parish,LA,
St. Louis Public Schools,MI,
St. Martin Parish,LA,
St. Mary Parish,LA,
St. Mary's County Public Schools,MD,
St. Michael-Albertville Schools,MN,
St. Stephens Indian School,WY,
St. Tammany Parish,LA,
St. Vrain Valley School District No. Re1J,CO,
Stafford,KS,
Stafford School District,CT,
Stafford Township School District,NJ,
Stamford School District,CT,
Stamford School District,VT,
Standard Elementary,CA,
Standing Rock Community School,ND,
Standish-Sterling Community Schools,MI,
Stanfield Elementary District (4451),AZ,
Stanfield SD 61,OR,
Stanford K-12 Schools,MT,
Stanhope School District,NJ,
Stanislaus County Office of Education,CA,
Stanislaus Union Elementary,CA,
Stanley County School District 57-1,SD,
Stanley-Boyd Area School District,WI,
Stanly County Schools,NC,
Stannard School District,VT,
Stanton Comm School District,IA,
Stanton County,KS,
Stanton Township Public Schools,MI,
Stanwood-Camano School District,WA,
Star School District No. 054,WA,
Starbuck School District,WA,
Stark County CUSD 100,IL,
Stark School District,NH,
Starmont Comm School District,IA,
State College Area SD,PA,
Staunton CUSD 6,IL,
Steamboat Springs School District No. Re 2,CO,
Steel Valley SD,PA,
Steeleville CUSD 138,IL,
Steelton-Highspire SD,PA,
Steger SD 194,IL,
Stehekin School District,WA,
Steilacoom Hist. School District,WA,
Stephens County,GA,
Stephenson Area Public Schools,MI,
Steptoe School District,WA,
Sterling,KS,
Sterling CUSD 5,IL,
Sterling Regional School District,NJ,
Sterling School District,CT,
Steubenville City,OH,
Stevens Point Area Public School District,WI,
Stevenson-Carson School District,WA,
Stevensville Elem,MT,
Stevensville H S,MT,
Steward ESD 220,IL,
Stewardson-Strasburg CUD 5A,IL,
Stewart County,GA,
Stewart County,TN,
Stewartstown School District,NH,
Stillwater,MT,
Stillwater Area Public Schools,MN,
Stillwater Township School District,NJ,
Sto-Rox SD,PA,
Stockbridge Community Schools,MI,
Stockbridge School District,WI,
Stockton,KS,
Stockton CUSD 206,IL,
Stockton Unified,CA,
Stoddard School District,NH,
Stokes County Schools,NC,
Stone Bank School District,WI,
Stone Corral Elementary,CA,
Stone Harbor School District,NJ,
Stoneham,MA,
Stonington School District,CT,
Stony Creek Joint Unified,CA,
Storm Lake Comm School District,IA,
Stoughton,MA,
Stoughton Area School District,WI,
Stow Creek Township School District,NJ,
Stow-Munroe Falls City School District,OH,
Strafford SAU Office,NH,
Strafford School District,NH,
Strafford School District,VT,
Strasburg School District 31J,CO,
Strasburg-Franklin Local,OH,
Stratford Comm School District,IA,
Stratford School District,CT,
Stratford School District,NH,
Stratford School District,NJ,
Stratford School District,WI,
Stratham School District,NH,
Strathmore Union Elementary,CA,
Stratton School District,VT,
Streator ESD 44,IL,
Streator Twp HSD 40,IL,
Streetsboro City,OH,
Strongsville City,OH,
Stroudsburg Area SD,PA,
Struthers City,OH,
Stryker Local,OH,
Sturbridge,MA,
Sturgeon Bay School District,WI,
Sturgis Public Schools,MI,
Sublette,KS,
Sublette County School District #1,WY,
Sublette County School District #9,WY,
Sudbury,MA,
Suffield School District,CT,
Sullivan CUSD 300,IL,
Sullivan County,TN,
Sullivan County SD,PA,
Sullivan SAU Office,NH,
Sullivan School District,NH,
Sulphur Springs Union,CA,
Sultan School District,WA,
Summerfield Schools,MI,
Summersville SD 79,IL,
Summerville Elementary,CA,
Summerville Union High,CA,
Summit Hill SD 161,IL,
Summit Public School District,NJ,
Summit SD 104,IL,
Summit School District 54-6,SD,
Summit School District No. Re 1,CO,
Summit Valley School District,WA,
Sumner County,TN,
Sumner School District,WA,
Sumner-Fredericksburg Comm School District,IA,
Sumter 01,SC,
Sumter County,AL,
Sumter County,GA,
Sun Prairie Area School District,WI,
Sun River Valley Elem,MT,
Sunapee SAU Office,NH,
Sunapee School District,NH,
Sunburst K-12 Schools,MT,
Sundale Union Elementary,CA,
Sunderland,MA,
Sunman-Dearborn Com Sch Corp,IN,
Sunnybrook SD 171,IL,
Sunnyside School District,WA,
Sunnyside Unified District (4407),AZ,
Sunnyside Union Elementary,CA,
Sunnyvale,CA,
Sunol Glen Unified,CA,
Sunset Elem,MT,
Sunset Ridge SD 29,IL,
Suntex SD 10,OR,
Superior Central School District,MI,
Superior K-12 Schools,MT,
Superior School District,WI,
Superior Unified School District (4440),AZ,
Suquamish Tribal Education Department,WA,
Suring Public School District,WI,
Surprise Valley Joint Unified,CA,
Surry County Schools,NC,
Surry Public Schools,ME,
Surry SAU Office,NH,
Surry School District,NH,
Susanville Elementary,CA,
Susquehanna Community SD,PA,
Susquehanna Township SD,PA,
Susquenita SD,PA,
Sussex Technical School District,DE,
Sussex-Wantage Regional School District,NJ,
Sutherlin SD 130,OR,
Sutter County Office of Education,CA,
Sutter Union High,CA,
Sutton,MA,
Suttons Bay Public Schools,MI,
Swain County Schools,NC,
Swallow School District,WI,
Swampscott,MA,
Swan Lake-Salmon Elem,MT,
Swan River Elem,MT,
Swan Valley Elem,MT,
Swan Valley School District,MI,
Swansea,MA,
Swanton Local,OH,
Swartz Creek Community Schools,MI,
Swedesboro-Woolwich School District,NJ,
Sweet Grass,MT,
Sweet Grass County H S,MT,
Sweet Home SD 55,OR,
Sweetwater,TN,
Sweetwater County School District #1,WY,
Sweetwater County School District #2,WY,
Sweetwater Union High,CA,
Swink School District No. 33 in the county of Otero and St,CO,
Switzerland County School Corp,IN,
Switzerland of Ohio Local,OH,
Sycamore CUSD 427,IL,
Sycamore Community City,OH,
Sylacauga City,AL,
Sylvan Grove,KS,
Sylvan Union Elementary,CA,
Sylvania Schools,OH,
Symmes Valley Local,OH,
Syracuse,KS,
T OR C MUNICIPAL SCHOOLS,NM,
T'iis Nazbas Community School,AZ,
T'iis Ts'ozi Bi'Olta',NM,
T'siya Day School,NM,
TACONIC HILLS CENTRAL SCHOOL DISTRICT,NY,
TAFT ISD,TX,
TAHLEQUAH,OK,
TAHOKA ISD,TX,
TALIHINA,OK,
TALOGA,OK,
TANEYVILLE R-II,MO,
TANNEHILL,OK,
TAOS MUNICIPAL SCHOOLS,NM,
TARKINGTON ISD,TX,
TARKIO R-I,MO,
TATE CO SCHOOL DIST,MS,
TATUM ISD,TX,
TATUM MUNICIPAL SCHOOLS,NM,
TAYLOR,FL,
TAYLOR COUNTY SCHOOLS,WV,
TAYLOR ISD,TX,
TAZEWELL CO PBLC SCHS,VA,
TEAGUE ISD,TX,
TEC Connections Academy Commonwealth Virtual School District,MA,
TECUMSEH,OK,
TEKAMAH-HERMAN COMMUNITY SCHS,NE,
TEMPLE,OK,
TEMPLE ISD,TX,
TENAHA ISD,TX,
TENKILLER,OK,
TERLINGUA CSD,TX,
TERRAL,OK,
TERRELL COUNTY ISD,TX,
TERRELL ISD,TX,
TETON COUNTY DISTRICT,ID,
TEXARKANA ISD,TX,
TEXARKANA SCHOOL DISTRICT,AR,
TEXAS CITY ISD,TX,
TEXAS TECH UNIVERSITY K-12,TX,
TEXHOMA,OK,
TEXHOMA ISD,TX,
TEXICO MUNICIPAL SCHOOLS,NM,
TEXLINE ISD,TX,
TGU 60,ND,
THACKERVILLE,OK,
THAYER CENTRAL COMMUNITY SCHS,NE,
THAYER R-II,MO,
THEDFORD PUBLIC SCHOOLS,NE,
THIEF RIVER FALLS SCHOOL DISTRICT,MN,
THOMAS-FAY-CUSTER UNIFIED DIST,OK,
THOMPSON 61,ND,
THORNDALE ISD,TX,
THORNFIELD R-I,MO,
THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,NY,
THRALL ISD,TX,
THREE CREEK JOINT ELEMENTARY DISTRICT,ID,
THREE RIVERS ISD,TX,
THREE VILLAGE CENTRAL SCHOOL DISTRICT,NY,
THREE WAY ISD,TX,
THROCKMORTON COLLEGIATE ISD,TX,
TICONDEROGA CENTRAL SCHOOL DISTRICT,NY,
TIDEHAVEN ISD,TX,
TIMBERLAKE,OK,
TIMPSON ISD,TX,
TINA-AVALON R-II,MO,
TIOGA 15,ND,
TIOGA CENTRAL SCHOOL DISTRICT,NY,
TIOGA ISD,TX,
TIPTON,OK,
TIPTON R-VI,MO,
TISHOMINGO,OK,
TISHOMINGO CO SP MUN SCH DIST,MS,
TOLAR ISD,TX,
TOM BEAN ISD,TX,
TOMBALL ISD,TX,
TONAWANDA CITY SCHOOL DISTRICT,NY,
TONKAWA,OK,
TORNILLO ISD,TX,
TOWN OF WEBB UNION FREE SCHOOL DISTRICT,NY,
TRACY AREA PUBLIC SCHOOL DISTRICT,MN,
TRENT ISD,TX,
TRENTON ISD,TX,
TRENTON R-IX,MO,
TRI COUNTY PUBLIC SCHOOLS,NE,
TRI-CITY UNITED SCHOOL DISTRICT,MN,
TRI-COUNTY R-VII,MO,
TRI-COUNTY SCHOOL DISTRICT,MN,
TRI-VALLEY CENTRAL SCHOOL DISTRICT,NY,
TRINIDAD ISD,TX,
TRINITY ISD,TX,
TRITON SCHOOL DISTRICT,MN,
TROUP ISD,TX,
TROY CITY SCHOOL DISTRICT,NY,
TROY ISD,TX,
TROY R-III,MO,
TROY SCHOOL DISTRICT,ID,
TRUMAN PUBLIC SCHOOL DISTRICT,MN,
TRUMANN SCHOOL DISTRICT,AR,
TRUMANSBURG CENTRAL SCHOOL DISTRICT,NY,
TUCKAHOE COMMON SCHOOL DISTRICT,NY,
TUCKAHOE UNION FREE SCHOOL DISTRICT,NY,
TUCKER COUNTY SCHOOLS,WV,
TUCKER ELEMENTARY SCHOOL,MS,
TUCUMCARI PUBLIC SCHOOLS,NM,
TULAROSA MUNICIPAL SCHOOLS,NM,
TULIA ISD,TX,
TULLY CENTRAL SCHOOL DISTRICT,NY,
TULOSO-MIDWAY ISD,TX,
TULSA,OK,
TUNICA COUNTY SCHOOL DISTRICT,MS,
TUPELO,OK,
TUPELO PUBLIC SCHOOL DIST,MS,
TUPPER LAKE CENTRAL SCHOOL DISTRICT,NY,
TURKEY FORD,OK,
TURKEY-QUITAQUE ISD,TX,
TURNER,OK,
TURPIN,OK,
TURTLE LAKE-MERCER 72,ND,
TUSHKA,OK,
TUSKAHOMA,OK,
TUTTLE,OK,
TUXEDO UNION FREE SCHOOL DISTRICT,NY,
TWIN BUTTES 37,ND,
TWIN FALLS DISTRICT,ID,
TWIN HILLS,OK,
TWIN RIVER PUBLIC SCHOOLS,NE,
TWIN RIVERS R-X,MO,
